_id,label,table1.id,table2.id,table1.name,table2.name,table1.addr,table2.addr,table1.city,table2.city,table1.phone,table2.phone,table1.type,table2.type,table1.class,table2.class
292,0,321,259,palio,` le bernardin ',' 151 w. 51st . st. ',' 155 w. 51st st. ',` new york ',` new york city ',212/245 -4850,212-489-1515,italian,seafood,320,41
293,0,449,286,` the bacchanal ',` coyote cafe ( las vegas ) ',' 3570 las vegas blvd. s ',' 3799 las vegas blvd. s. ',` las vegas ',` las vegas ',702/731 -7525,702-891-7349,` only in las vegas ',southwestern,449,68
294,0,453,187,2223,` cafe flore ',' 2223 market st. ',' 2298 market st. ',` san francisco ',` san francisco ',415/431 -0692,415-621-8579,american,californian,453,722
295,0,456,191,betelnut,` doidge \ 's ',' 2030 union st. ',' 2217 union st. ',` san francisco ',` san francisco ',415/929 -8855,415-921-2149,asian,american,456,726
296,0,494,60,manora,shiro,' 3226 mission st. ',' 1505 mission st. s. ',` san francisco ',pasadena,415/861 -6224,818-799-4774,asian,` pacific new wave ',494,594
297,0,342,268,` san pietro ',oceana,'18 e. 54th st. ','55 e. 54th st. ',` new york ',` new york city ',212/753 -9015,212-759-5941,italian,seafood,342,50
298,0,159,236,posto,` pinot bistro ',' 14928 ventura blvd. ',' 12969 ventura blvd. ',` sherman oaks ',` studio city ',818/784 -4400,818-990-0500,italian,` french bistro ',156,18
299,1,17,235,` philippe \ 's the original ',` philippe the original ',' 1001 n. alameda st. ',' 1001 n. alameda st. ',` los angeles ',chinatown,213/628 -3781,213-628-3781,american,cafeterias,17,17
300,0,67,132,` chin \ 's ',moongate,' 3200 las vegas blvd. s ',' 3400 las vegas blvd. s. ',` las vegas ',` las vegas ',702/733 -8899,702-791-7352,asian,chinese,67,666
301,0,106,113,` masa \ 's ',` teresa \ 's ',' 648 bush st. ','80 montague st. ',` san francisco ',queens,415/989 -7154,718-520-2910,french,polish,106,647
302,0,437,290,` circus circus ',` steak house the ',' 2880 las vegas blvd. s ',' 2880 las vegas blvd. s. ',` las vegas ',` las vegas ',702/734 -0410,702-734-0410,buffets,steakhouses,437,72
303,0,82,153,` hedgerose heights inn ',chops,' 490 e. paces ferry rd. ','70 w. paces ferry rd. ',atlanta,atlanta,404/233 -7673,404-262-2675,international,steakhouses,82,687
304,0,307,254,` mavalli palace ',` gramercy tavern ','46 e. 29th st. ','42 e. 20th st. ',` new york ',` new york city ',212/679 -5535,212-477-0777,asian,` american ( new ) ',306,36
305,0,151,224,` morton \ 's ',citrus,' 8764 melrose ave. ',' 6703 melrose ave. ',` los angeles ',` los angeles ',310/276 -5205,213-857-0034,american,californian,148,6
306,0,326,119,` pen & pencil ',` wollensky \ 's grill ',' 205 e. 45th st. ',' 205 e. 49th st. ',` new york ',` new york city ',212/682 -8660,212-753-0444,american,steakhouses,325,653
307,0,317,107,orso,` sparks steak house ',' 322 w. 46th st. ',' 210 e. 46th st. ',` new york ',` new york city ',212/489 -7212,212-687-4855,italian,steakhouses,316,641
308,0,309,268,` monkey bar ',oceana,'60 e. 54th st. ','55 e. 54th st. ',` new york ',` new york city ',212/838 -2600,212-759-5941,american,seafood,308,50
309,0,34,89,` four seasons grill room ',` la grenouille ','99 e. 52nd st. ',' 3 e. 52nd st. ',` new york ',` new york city ',212/754 -9494,212-752-1495,american,` french ( classic ) ',34,623
310,0,448,132,` ralph \ 's diner ',moongate,' 3000 las vegas blvd. s ',' 3400 las vegas blvd. s. ',` las vegas ',` las vegas ',702/732 -6330,702-791-7352,` coffee shops/diners ',chinese,448,666
311,0,89,172,` cafe ritz-carlton buckhead ',nava,' 3434 peachtree rd. ',' 3060 peachtree rd. ',atlanta,atlanta,404/237 -2700,404-240-1984,` ext 6108 international ',southwestern,89,706
312,0,39,93,` la caravelle ',menchanko-tei,'33 w. 55th st. ','39 w. 55th st. ',` new york ',` new york city ',212/586 -4252,212-247-1585,french,japanese,39,627
313,0,274,255,` jewel of india ',` island spice ','15 w. 44th st. ',' 402 w. 44th st. ',` new york ',` new york city ',212/869 -5544,212-765-1737,asian,caribbean,273,37
314,0,427,128,` bertolini \ 's ',` madame ching \ 's ',' 3570 las vegas blvd. s ',' 3300 las vegas blvd. s. ',` las vegas ',` las vegas ',702/735 -4663,702-894-7111,italian,asian,427,662
315,0,494,201,manora,` la taqueria ',' 3226 mission st. ',' 2889 mission st. ',` san francisco ',` san francisco ',415/861 -6224,415-285-7117,asian,mexican,494,736
316,1,3,221,` cafe bizou ',` cafe bizou ',' 14016 ventura blvd. ',' 14016 ventura blvd. ',` sherman oaks ',` sherman oaks ',818/788 -3536,818-788-3536,french,` french bistro ',3,3
317,1,70,288,` palace court ',` palace court ',' 3570 las vegas blvd. s ',' 3570 las vegas blvd. s. ',` las vegas ',` las vegas ',702/731 -7547,702-731-7110,continental,` french ( new ) ',70,70
318,0,463,202,` california culinary academy ',` mario \ 's bohemian cigar store cafe ',' 625 polk st. ',' 2209 polk st. ',` san francisco ',` san francisco ',415/771 -3500,415-776-8226,french,italian,463,737
319,0,373,262,vong,lutece,' 200 e. 54th st. ',' 249 e. 50th st. ',` new york ',` new york city ',212/486 -9592,212-752-2225,american,` french ( classic ) ',373,44
320,0,112,69,bolo,arcadia,'23 e. 22nd st. ','21 e. 62nd st. ',` new york ',` new york city ',212/228 -2200,212-223-2900,mediterranean,` american ( new ) ',191,603
321,0,89,295,` cafe ritz-carlton buckhead ',` brasserie le coze ',' 3434 peachtree rd. ',' 3393 peachtree rd. ',atlanta,atlanta,404/237 -2700,404-266-1440,` ext 6108 international ',` french bistro ',89,77
322,0,168,30,` tavola calda ',` johnny rockets ( la ) ',' 7371 melrose ave. ',' 7507 melrose ave. ',` los angeles ',la,213/658 -6340,213-651-3361,italian,american,165,564
323,0,247,69,` fleur de jour ',arcadia,' 348 e. 62nd st. ','21 e. 62nd st. ',` new york ',` new york city ',212/355 -2020,212-223-2900,` coffee bar ',` american ( new ) ',245,603
324,0,43,278,lespinasse,` shun lee palace ',' 2 e. 55th st. ',' 155 e. 55th st. ',` new york ',` new york city ',212/339 -6719,212-371-8844,american,chinese,43,60
325,1,32,250,dawat,dawat,' 210 e. 58th st. ',' 210 e. 58th st. ',` new york ',` new york city ',212/355 -7555,212-355-7555,asian,indian,32,32
326,0,425,124,` bamboo garden ',` buzio \ 's in the rio ',' 4850 flamingo rd. ',' 3700 w. flamingo rd. ',` las vegas ',` las vegas ',702/871 -3262,702-252-7697,asian,seafood,425,658
327,0,96,60,boulevard,shiro,' 1 mission st. ',' 1505 mission st. s. ',` san francisco ',pasadena,415/543 -6084,818-799-4774,american,` pacific new wave ',96,594
328,1,46,264,march,march,' 405 e. 58th st. ',' 405 e. 58th st. ',` new york ',` new york city ',212/754 -6272,212-754-6272,american,` american ( new ) ',46,46
329,0,424,285,` bally \ 's big kitchen ',` chin \ 's ',' 3645 las vegas blvd. s ',' 3200 las vegas blvd. s. ',` las vegas ',` las vegas ',702/739 -4111,702-733-8899,buffets,chinese,424,67
330,0,438,131,'em press court ',` monte carlo ',' 3570 las vegas blvd. s ',' 3145 las vegas blvd. s. ',` las vegas ',` las vegas ',702/731 -7888,702-733-4524,asian,` french ( new ) ',438,665
331,1,89,307,` cafe ritz-carlton buckhead ',` ritz-carlton cafe ( buckhead ) ',' 3434 peachtree rd. ',' 3434 peachtree rd. ne ',atlanta,atlanta,404/237 -2700,404-237-2700,` ext 6108 international ',` american ( new ) ',89,89
332,0,39,242,` la caravelle ',aquavit,'33 w. 55th st. ','13 w. 54th st. ',` new york ',` new york city ',212/586 -4252,212-307-7311,french,scandinavian,39,24
333,1,33,251,felidia,felidia,' 243 e. 58th st. ',' 243 e. 58th st. ',` new york ',` new york city ',212/758 -1479,212-758-1479,italian,italian,33,33
334,0,235,89,'em pire korea ',` la grenouille ',' 6 e. 32nd st. ',' 3 e. 52nd st. ',` new york ',` new york city ',212/725 -1333,212-752-1495,asian,` french ( classic ) ',233,623
335,0,479,51,helmand,` pho hoa ',' 430 broadway ',' 642 broadway ',` san francisco ',chinatown,415/362 -0641,213-626-5530,` greek and middle eastern ',vietnamese,479,585
336,0,410,330,palisades,` ritz-carlton cafe ( atlanta ) ',' 1829 peachtree rd. ',' 181 peachtree st. ',atlanta,atlanta,404/350 -6755,404-659-0400,continental,` american ( new ) ',410,711
337,1,49,267,montrachet,montrachet,' 239 w. broadway between walker and white sts . ',' 239 w. broadway ',` new york ',` new york city ',' 212 / 219-2777 ',212-219-2777,french,` french bistro ',49,49
338,0,501,326,oritalia,` plumpjack cafe ',' 1915 fillmore st. ',' 3127 fillmore st. ',` san francisco ',` san francisco ',415/346 -1333,415-563-4755,italian,` american ( new ) ',501,108
339,0,70,125,` palace court ','em eril \ 's new orleans fish house ',' 3570 las vegas blvd. s ',' 3799 las vegas blvd. s. ',` las vegas ',` las vegas ',702/731 -7547,702-891-7374,continental,seafood,70,659
340,0,89,148,` cafe ritz-carlton buckhead ',` brookhaven cafe ',' 3434 peachtree rd. ',' 4274 peachtree rd. ',atlanta,atlanta,404/237 -2700,404-231-5907,` ext 6108 international ',vegetarian,89,682
341,0,424,132,` bally \ 's big kitchen ',moongate,' 3645 las vegas blvd. s ',' 3400 las vegas blvd. s. ',` las vegas ',` las vegas ',702/739 -4111,702-791-7352,buffets,chinese,424,666
342,0,329,270,` planet hollywood ',petrossian,' 140 w. 57th st. ',' 182 w. 58th st. ',` new york ',` new york city ',212/333 -7827,212-245-2214,american,russian,328,52
343,0,170,45,` tommy tang \ 's ',` mo better meatty meat ',' 7313 melrose ave. ',' 7261 melrose ave. ',` los angeles ',la,213/937 -5733,213-935-5280,asian,hamburgers,167,579
344,1,69,287,` le montrachet ',` le montrachet bistro ',' 3000 w. paradise rd. ',' 3000 paradise rd. ',` las vegas ',` las vegas ',702/732 -5111,702-732-5651,continental,` french bistro ',69,69
345,0,452,26,` yolie \ 's ',` joe \ 's ',' 3900 paradise rd. ',' 1023 abbot kinney blvd. ',` las vegas ',venice,702/794 -0700,310-399-5811,` steak houses ',` american ( new ) ',452,560
346,0,381,149,` annie \ 's thai castle ',` cafe sunflower ',' 3195 roswell rd. ',' 5975 roswell rd. ',atlanta,atlanta,404/264 -9546,404-256-1675,asian,` health food ',381,683
347,0,431,133,` bugsy \ 's diner ',` morton \ 's of chicago ( las vegas ) ',' 3555 las vegas blvd. s ',' 3200 las vegas blvd. s. ',` las vegas ',` las vegas ',702/733 -3111,702-893-0703,` coffee shops/diners ',steakhouses,431,667
348,0,396,330,` french quarter food shop ',` ritz-carlton cafe ( atlanta ) ',' 923 peachtree st. at 8th st. ',' 181 peachtree st. ',atlanta,atlanta,404/875 -2489,404-659-0400,southern,` american ( new ) ',396,711
349,0,396,309,` french quarter food shop ',` ritz-carlton restaurant ',' 923 peachtree st. at 8th st. ',' 181 peachtree st. ',atlanta,atlanta,404/875 -2489,404-659-0400,southern,` french ( classic ) ',396,91
350,0,406,302,` mambo restaurante cubano ',` indigo coastal grill ',' 1402 n. highland ave. ',' 1397 n. highland ave. ',atlanta,atlanta,404/874 -2626,404-876-0676,caribbean,eclectic,406,84
351,0,106,198,` masa \ 's ',` kelly \ 's on trinity ',' 648 bush st. ',' 333 bush st. ',` san francisco ',` san francisco ',415/989 -7154,415-362-4454,french,californian,106,733
352,0,427,285,` bertolini \ 's ',` chin \ 's ',' 3570 las vegas blvd. s ',' 3200 las vegas blvd. s. ',` las vegas ',` las vegas ',702/735 -4663,702-733-8899,italian,chinese,427,67
353,1,104,322,` la folie ',` la folie ',' 2316 polk st. ',' 2316 polk st. ',` san francisco ',` san francisco ',415/776 -5577,415-776-5577,french,` french ( new ) ',104,104
354,0,119,122,` border grill ',` andre \ 's french restaurant ',' 4th st. ',' 401 s. 6th st. ',` los angeles ',` las vegas ',310/451 -1655,702-385-5016,mexican,` french ( classic ) ',116,656
355,0,433,136,` cafe roma ',` spago ( las vegas ) ',' 3570 las vegas blvd. s ',' 3500 las vegas blvd. s. ',` las vegas ',` las vegas ',702/731 -7547,702-369-6300,` coffee shops/diners ',californian,433,670
356,0,131,24,dive !,jiraffe,' 10250 santa monica blvd. ',' 502 santa monica blvd ',` los angeles ',` santa monica ',310/788 -,310-917-6671,` dive american ',californian,128,558
357,0,431,290,` bugsy \ 's diner ',` steak house the ',' 3555 las vegas blvd. s ',' 2880 las vegas blvd. s. ',` las vegas ',` las vegas ',702/733 -3111,702-734-0410,` coffee shops/diners ',steakhouses,431,72
358,0,446,123,mikado,` buccaneer bay club ',' 3400 las vegas blvd. s ',' 3300 las vegas blvd. s. ',` las vegas ',` las vegas ',702/791 -7111,702-894-7350,asian,continental,446,657
359,1,15,233,` the palm ',` palm the ( los angeles ) ',' 9001 santa monica blvd. ',' 9001 santa monica blvd. ',` los angeles ',` w. hollywood ',310/550 -8811,310-550-8811,american,steakhouses,15,15
360,0,422,303,tomtom,` la grotta ',' 3393 peachtree rd. ',' 2637 peachtree rd. ne ',atlanta,atlanta,404/264 -1163,404-231-1368,continental,italian,422,85
361,1,78,296,` buckhead diner ',` buckhead diner ',' 3073 piedmont road ',' 3073 piedmont rd. ',atlanta,atlanta,404/262 -3336,404-262-3336,american,` american ( new ) ',78,78
362,0,181,245,` alley \ 's end ',` cafe des artistes ',' 311 w. 17th st. ',' 1 w. 67th st. ',` new york ',` new york city ',212/627 -8899,212-877-3500,american,` french ( classic ) ',178,27
363,0,106,41,` masa \ 's ',` martha \ 's ',' 648 bush st. ',' 22nd street grill 25 22nd ',` san francisco ',` st. hermosa beach ',415/989 -7154,310-376-7786,french,american,106,575
364,0,72,103,` steak house ',` peter luger steak house ',' 2880 las vegas blvd. s ',' 178 broadway ',` las vegas ',brooklyn,702/734 -0410,718-387-7400,` steak houses ',steakhouses,72,637
365,0,181,120,` alley \ 's end ',yama,' 311 w. 17th st. ',' 122 e. 17th st. ',` new york ',` new york city ',212/627 -8899,212-475-0969,american,japanese,178,654
366,1,110,328,` ritz-carlton restaurant and dining room ',` ritz-carlton dining room ( san francisco ) ',' 600 stockton st. ',' 600 stockton st. ',` san francisco ',` san francisco ',415/296 -7465,415-296-7465,american,` french ( new ) ',110,110
367,0,437,285,` circus circus ',` chin \ 's ',' 2880 las vegas blvd. s ',' 3200 las vegas blvd. s. ',` las vegas ',` las vegas ',702/734 -0410,702-733-8899,buffets,chinese,437,67
368,0,221,258,` china grill ',` la cote basque ','60 w. 53rd st. ','60 w. 55th st. ',` new york ',` new york city ',212/333 -7788,212-688-6525,american,` french ( classic ) ',219,40
369,0,168,45,` tavola calda ',` mo better meatty meat ',' 7371 melrose ave. ',' 7261 melrose ave. ',` los angeles ',la,213/658 -6340,213-935-5280,italian,hamburgers,165,579
370,0,135,30,eclipse,` johnny rockets ( la ) ',' 8800 melrose ave. ',' 7507 melrose ave. ',` los angeles ',la,310/724 -5959,213-651-3361,californian,american,132,564
371,1,2,220,` hotel bel-air ',` bel-air hotel ',' 701 stone canyon rd. ',' 701 stone canyon rd. ',` bel air ',` bel air ',310/472 -1211,310-472-1211,californian,californian,2,2
372,0,429,288,bistro,` palace court ',' 3400 las vegas blvd. s ',' 3570 las vegas blvd. s. ',` las vegas ',` las vegas ',702/791 -7111,702-731-7110,continental,` french ( new ) ',429,70
373,0,448,131,` ralph \ 's diner ',` monte carlo ',' 3000 las vegas blvd. s ',' 3145 las vegas blvd. s. ',` las vegas ',` las vegas ',702/732 -6330,702-733-4524,` coffee shops/diners ',` french ( new ) ',448,665
374,0,457,145,` bistro roti ',` bistro the ',' 155 steuart st. ','56 e. andrews dr. nw ',` san francisco ',atlanta,415/495 -6500,404-231-5733,french,` french bistro ',457,679
375,0,421,330,` taste of new orleans ',` ritz-carlton cafe ( atlanta ) ',' 889 w. peachtree st. ',' 181 peachtree st. ',atlanta,atlanta,404/874 -5535,404-659-0400,southern,` american ( new ) ',421,711
376,0,480,321,` hong kong flower lounge ',` khan toke thai house ',' 5322 geary blvd. ',' 5937 geary blvd. ',` san francisco ',` san francisco ',415/668 -8998,415-668-6654,asian,thai,480,103
377,0,159,61,posto,` sushi nozawa ',' 14928 ventura blvd. ',' 11288 ventura blvd. ',` sherman oaks ',` studio city ',818/784 -4400,818-508-7017,italian,japanese,156,595
378,0,428,289,` binion \ 's coffee shop ',` second street grill ',' 128 fremont st. ',' 200 e. fremont st. ',` las vegas ',` las vegas ',702/382 -1600,702-385-6277,` coffee shops/diners ',` pacific rim ',428,71
379,0,86,164,` mary mac \ 's tea room ',` java jive ',' 224 ponce de leon ave. ',' 790 ponce de leon ave. ',atlanta,atlanta,404/876 -1800,404-876-6161,southern,` coffee shops ',86,698
380,0,147,64,` le colonial ',` tommy \ 's ',' 8783 beverly blvd. ',' 2575 beverly blvd. ',` los angeles ',la,310/289 -0660,213-389-9060,asian,hamburgers,144,598
381,1,53,271,picholine,picholine,'35 w. 64th st. ','35 w. 64th st. ',` new york ',` new york city ',212/724 -8585,212-724-8585,mediterranean,mediterranean,53,53
382,0,373,268,vong,oceana,' 200 e. 54th st. ','55 e. 54th st. ',` new york ',` new york city ',212/486 -9592,212-759-5941,american,seafood,373,50
383,0,465,187,carta,` cafe flore ',' 1772 market st. ',' 2298 market st. ',` san francisco ',` san francisco ',415/863 -3516,415-621-8579,american,californian,465,722
384,0,446,140,mikado,` tre visi ',' 3400 las vegas blvd. s ',' 3799 las vegas blvd. s. ',` las vegas ',` las vegas ',702/791 -7111,702-891-7331,asian,italian,446,674
385,0,135,234,eclipse,patina,' 8800 melrose ave. ',' 5955 melrose ave. ',` los angeles ',` los angeles ',310/724 -5959,213-467-1108,californian,californian,132,16
386,0,433,125,` cafe roma ','em eril \ 's new orleans fish house ',' 3570 las vegas blvd. s ',' 3799 las vegas blvd. s. ',` las vegas ',` las vegas ',702/731 -7547,702-891-7374,` coffee shops/diners ',seafood,433,659
387,0,88,177,` pano \ 's and paul \ 's ',riviera,' 1232 w. paces ferry rd. ',' 519 e. paces ferry rd. ',atlanta,atlanta,404/261 -3662,404-262-7112,international,mediterranean,88,712
388,0,309,242,` monkey bar ',aquavit,'60 e. 54th st. ','13 w. 54th st. ',` new york ',` new york city ',212/838 -2600,212-307-7311,american,scandinavian,308,24
389,0,438,286,'em press court ',` coyote cafe ( las vegas ) ',' 3570 las vegas blvd. s ',' 3799 las vegas blvd. s. ',` las vegas ',` las vegas ',702/731 -7888,702-891-7349,asian,southwestern,438,68
390,0,66,255,` virgil \ 's ',` island spice ',' 152 w. 44th st. ',' 402 w. 44th st. ',` new york ',` new york city ',' 212 / 921-9494 ',212-765-1737,american,caribbean,66,37
391,1,98,316,` campton place ',` campton place ',' 340 stockton st. ',' 340 stockton st. ',` san francisco ',` san francisco ',415/955 -5555,415-955-5555,american,` american ( new ) ',98,98
392,0,393,303,` dante \ 's down the hatch buckhead ',` la grotta ',' 3380 peachtree rd. ',' 2637 peachtree rd. ne ',atlanta,atlanta,404/266 -1600,404-231-1368,continental,italian,393,85
393,0,405,303,` luna si ',` la grotta ',' 1931 peachtree rd. ',' 2637 peachtree rd. ne ',atlanta,atlanta,404/355 -5993,404-231-1368,continental,italian,405,85
394,0,437,288,` circus circus ',` palace court ',' 2880 las vegas blvd. s ',' 3570 las vegas blvd. s. ',` las vegas ',` las vegas ',702/734 -0410,702-731-7110,buffets,` french ( new ) ',437,70
395,0,23,89,'21 club ',` la grenouille ','21 w. 52nd st. ',' 3 e. 52nd st. ',` new york ',` new york city ',212/582 -7200,212-752-1495,american,` french ( classic ) ',23,623
396,0,119,255,` border grill ',` island spice ',' 4th st. ',' 402 w. 44th st. ',` los angeles ',` new york city ',310/451 -1655,212-765-1737,mexican,caribbean,116,37
397,0,410,292,palisades,abruzzi,' 1829 peachtree rd. ',' 2355 peachtree rd. ne ',atlanta,atlanta,404/350 -6755,404-261-8186,continental,italian,410,74
398,0,424,290,` bally \ 's big kitchen ',` steak house the ',' 3645 las vegas blvd. s ',' 2880 las vegas blvd. s. ',` las vegas ',` las vegas ',702/739 -4111,702-734-0410,buffets,steakhouses,424,72
399,0,463,217,` california culinary academy ',` wa-ha-ka oaxaca mexican grill ',' 625 polk st. ',' 2141 polk st. ',` san francisco ',` san francisco ',415/771 -3500,415-775-1055,french,mexican,463,752
400,0,290,260,` le madri ',` les celebrites ',' 168 w. 18th st. ',' 155 w. 58th st. ',` new york ',` new york city ',212/727 -8022,212-484-5113,italian,` french ( classic ) ',289,42
401,0,410,308,palisades,` ritz-carlton dining room ( buckhead ) ',' 1829 peachtree rd. ',' 3434 peachtree rd. ne ',atlanta,atlanta,404/350 -6755,404-237-2700,continental,` american ( new ) ',410,90
402,0,448,290,` ralph \ 's diner ',` steak house the ',' 3000 las vegas blvd. s ',' 2880 las vegas blvd. s. ',` las vegas ',` las vegas ',702/732 -6330,702-734-0410,` coffee shops/diners ',steakhouses,448,72
403,1,92,310,toulouse,toulouse,' b peachtree rd. ',' 293-b peachtree rd. ',atlanta,atlanta,404/351 -9533,404-351-9533,french,` french ( new ) ',92,92
404,0,431,131,` bugsy \ 's diner ',` monte carlo ',' 3555 las vegas blvd. s ',' 3145 las vegas blvd. s. ',` las vegas ',` las vegas ',702/733 -3111,702-733-4524,` coffee shops/diners ',` french ( new ) ',431,665
405,0,368,77,` two two two ',` edison cafe ',' 222 w. 79th st. ',' 228 w. 47th st. ',` new york ',` new york city ',212/799 -0400,212-840-5000,american,diners,368,611
406,0,68,130,` coyote cafe ',` michael \ 's ( las vegas ) ',' 3799 las vegas blvd. s ',' 3595 las vegas blvd. s. ',` las vegas ',` las vegas ',702/891 -7349,702-737-7111,southwestern,continental,68,664
407,0,468,246,` des alpes ',` carmine \ 's ',' 732 broadway ',' 2450 broadway ',` san francisco ',` new york city ',415/788 -9900,212-362-2200,french,italian,468,28
408,0,72,139,` steak house ',` sterling brunch ',' 2880 las vegas blvd. s ',' 3645 las vegas blvd. s. ',` las vegas ',` las vegas ',702/734 -0410,702-739-4651,` steak houses ',eclectic,72,673
409,0,90,184,` dining room ritz-carlton buckhead ',` white house restaurant ',' 3434 peachtree rd. ',' 3172 peachtree rd. ne ',atlanta,atlanta,404/237 -2700,404-237-7601,international,diners,90,719
410,1,86,304,` mary mac \ 's tea room ',` mary mac \ 's tea room ',' 224 ponce de leon ave. ',' 224 ponce de leon ave. ',atlanta,atlanta,404/876 -1800,404-876-1800,southern,southern/soul,86,86
411,0,151,234,` morton \ 's ',patina,' 8764 melrose ave. ',' 5955 melrose ave. ',` los angeles ',` los angeles ',310/276 -5205,213-467-1108,american,californian,148,16
412,1,19,237,` rex il ristorante ',` rex il ristorante ',' 617 s. olive st. ',' 617 s. olive st. ',` los angeles ',` los angeles ',213/627 -2300,213-627-2300,italian,` nuova cucina italian ',19,19
413,1,64,282,` uncle nick \ 's ',` uncle nick \ 's ',' 747 9th ave. between 50th and 51st sts . ',' 747 ninth ave. ',` new york ',` new york city ',212/315 -1726,212-245-7992,mediterranean,greek,64,64
414,0,448,285,` ralph \ 's diner ',` chin \ 's ',' 3000 las vegas blvd. s ',' 3200 las vegas blvd. s. ',` las vegas ',` las vegas ',702/732 -6330,702-733-8899,` coffee shops/diners ',chinese,448,67
415,0,290,209,` le madri ',` san francisco bbq ',' 168 w. 18th st. ',' 1328 18th st. ',` new york ',` san francisco ',212/727 -8022,415-431-8956,italian,thai,289,744
416,0,88,300,` pano \ 's and paul \ 's ',` hedgerose heights inn the ',' 1232 w. paces ferry rd. ',' 490 e. paces ferry rd. ne ',atlanta,atlanta,404/261 -3662,404-233-7673,international,continental,88,82
417,0,236,55,` ernie \ 's ',` rae \ 's ',' 2150 broadway between 75th and 76th sts . ',' 2901 pico blvd. ',` new york ',` santa monica ',212/496 -1588,310-828-7937,american,diners,234,589
418,0,67,125,` chin \ 's ','em eril \ 's new orleans fish house ',' 3200 las vegas blvd. s ',' 3799 las vegas blvd. s. ',` las vegas ',` las vegas ',702/733 -8899,702-891-7374,asian,seafood,67,659
419,0,435,126,` carnival world ',` fiore rotisserie & grille ',' 3700 w. flamingo rd. ',' 3700 w. flamingo rd. ',` las vegas ',` las vegas ',702/252 -7777,702-252-7702,buffets,italian,435,660
420,0,498,26,` moose \ 's ',` joe \ 's ',' 1652 stockton st. ',' 1023 abbot kinney blvd. ',` san francisco ',venice,415/989 -7800,310-399-5811,mediterranean,` american ( new ) ',498,560
421,0,15,24,` the palm ',jiraffe,' 9001 santa monica blvd. ',' 502 santa monica blvd ',` los angeles ',` santa monica ',310/550 -8811,310-917-6671,american,californian,15,558
422,0,167,33,swingers,` koo koo roo ',' 8020 beverly blvd. ',' 8393 w. beverly blvd. ',` los angeles ',la,213/653 -5858,213-655-9045,american,chicken,164,567
423,0,273,263,` jean lafitte ',` manhattan ocean club ','68 w. 58th st. ','57 w. 58th st. ',` new york ',` new york city ',212/751 -2323,212-371-7777,french,seafood,272,45
424,0,522,321,` ton kiang ',` khan toke thai house ',' 3148 geary blvd. ',' 5937 geary blvd. ',` san francisco ',` san francisco ',415/752 -4440,415-668-6654,asian,thai,522,103
425,0,373,119,vong,` wollensky \ 's grill ',' 200 e. 54th st. ',' 205 e. 49th st. ',` new york ',` new york city ',212/486 -9592,212-753-0444,american,steakhouses,373,653
426,0,135,224,eclipse,citrus,' 8800 melrose ave. ',' 6703 melrose ave. ',` los angeles ',` los angeles ',310/724 -5959,213-857-0034,californian,californian,132,6
427,0,70,286,` palace court ',` coyote cafe ( las vegas ) ',' 3570 las vegas blvd. s ',' 3799 las vegas blvd. s. ',` las vegas ',` las vegas ',702/731 -7547,702-891-7349,continental,southwestern,70,68
428,0,69,134,` le montrachet ',` nicky blair \ 's ',' 3000 w. paradise rd. ',' 3925 paradise rd. ',` las vegas ',` las vegas ',702/732 -5111,702-792-9900,continental,italian,69,668
429,0,443,291,` mandarin court ','till erman the ',' 1510 e. flamingo rd. ',' 2245 e. flamingo rd. ',` las vegas ',` las vegas ',702/737 -1234,702-731-4036,asian,steakhouses,443,73
430,0,71,137,` second street grille ',` steakhouse the ',' 200 e. fremont st. ',' 128 e. fremont st. ',` las vegas ',` las vegas ',702/385 -3232,702-382-1600,seafood,steakhouses,71,671
431,0,119,311,` border grill ',` veni vidi vici ',' 4th st. ','41 14th st. ',` los angeles ',atlanta,310/451 -1655,404-875-8424,mexican,italian,116,93
432,1,43,261,lespinasse,` lespinasse ( new york city ) ',' 2 e. 55th st. ',' 2 e. 55th st. ',` new york ',` new york city ',212/339 -6719,212-339-6719,american,asian,43,43
433,0,33,261,felidia,` lespinasse ( new york city ) ',' 243 e. 58th st. ',' 2 e. 55th st. ',` new york ',` new york city ',212/758 -1479,212-339-6719,italian,asian,33,43
434,1,35,253,` gotham bar & grill ',` gotham bar & grill ','12 e. 12th st. ','12 e. 12th st. ',` new york ',` new york city ',212/620 -4020,212-620-4020,american,` american ( new ) ',35,35
435,0,176,192,' 9 jones street ',` dottie \ 's true blue cafe ',' 9 jones st. ',' 522 jones st. ',` new york ',` san francisco ',212/989 -1220,415-885-2767,american,diners,173,727
436,1,52,270,petrossian,petrossian,' 182 w. 58th st. ',' 182 w. 58th st. ',` new york ',` new york city ',212/245 -2214,212-245-2214,french,russian,52,52
437,0,410,172,palisades,nava,' 1829 peachtree rd. ',' 3060 peachtree rd. ',atlanta,atlanta,404/350 -6755,404-240-1984,continental,southwestern,410,706
438,0,6,234,citrus,patina,' 6703 melrose ave. ',' 5955 melrose ave. ',` los angeles ',` los angeles ',213/857 -0034,213-467-1108,californian,californian,6,16
439,0,451,124,` viva mercado \ 's ',` buzio \ 's in the rio ',' 6182 w. flamingo rd. ',' 3700 w. flamingo rd. ',` las vegas ',` las vegas ',702/871 -8826,702-252-7697,mexican,seafood,451,658
